t,ax,ay,ayaw,av,aomega,ox0,oy0,ovx0,ovy0,or0,ox1,oy1,ovx1,ovy1,or1,ox2,oy2,ovx2,ovy2,or2,ox3,oy3,ovx3,ovy3,or3,ox4,oy4,ovx4,ovy4,or4,ox5,oy5,ovx5,ovy5,or5,ox6,oy6,ovx6,ovy6,or6,ox7,oy7,ovx7,ovy7,or7
2.389,58.19,53.54,1.265,0.0,-2.5,585.1,235.62,-62.57,-82.36,10.0,691.03,565.13,72.64,37.56,10.0,55.3,349.5,-48.04,-92.24,10.0,514.21,549.24,30.16,-31.02,10.0,519.42,189.51,7.27,-62.16,10.0,85.18,88.59,-55.99,8.45,10.0,503.18,387.57,-65.25,17.47,10.0,103.96,44.96,-2.8,63.33,10.0
2.405,58.19,53.54,1.225,0.0,-2.5,584.1,234.3,-62.57,-82.36,10.0,692.2,565.73,72.64,37.56,10.0,54.53,348.02,-48.04,-92.24,10.0,514.69,548.75,30.16,-31.02,10.0,519.53,188.52,7.27,-62.16,10.0,84.28,88.73,-55.99,8.45,10.0,502.14,387.85,-65.25,17.47,10.0,103.92,45.97,-2.8,63.33,10.0
2.423,58.19,53.54,1.18,0.0,-2.5,582.97,232.81,-62.57,-82.36,10.0,693.5,566.4,72.64,37.56,10.0,53.66,346.36,-48.04,-92.24,10.0,515.24,548.19,30.16,-31.02,10.0,519.66,187.4,7.27,-62.16,10.0,83.27,88.88,-55.99,8.45,10.0,500.96,388.17,-65.25,17.47,10.0,103.87,47.11,-2.8,63.33,10.0
2.439,58.19,53.54,1.14,0.0,-2.5,581.97,231.5,-62.57,-82.36,10.0,694.67,567.0,72.64,37.56,10.0,52.9,344.89,-48.04,-92.24,10.0,515.72,547.69,30.16,-31.02,10.0,519.78,186.41,7.27,-62.16,10.0,82.38,89.01,-55.99,8.45,10.0,499.92,388.45,-65.25,17.47,10.0,103.82,48.12,-2.8,63.33,10.0
2.455,58.19,53.54,1.1,0.0,-2.5,580.97,230.18,-62.57,-82.36,10.0,695.83,567.6,72.64,37.56,10.0,52.13,343.41,-48.04,-92.24,10.0,516.2,547.19,30.16,-31.02,10.0,519.9,185.41,7.27,-62.16,10.0,81.48,89.15,-55.99,8.45,10.0,498.88,388.73,-65.25,17.47,10.0,103.78,49.14,-2.8,63.33,10.0
2.471,58.19,53.54,1.06,0.0,-2.5,579.97,228.86,-62.57,-82.36,10.0,696.99,568.2,72.64,37.56,10.0,51.36,341.94,-48.04,-92.24,10.0,516.68,546.7,30.16,-31.02,10.0,520.01,184.42,7.27,-62.16,10.0,80.58,89.28,-55.99,8.45,10.0,497.83,389.01,-65.25,17.47,10.0,103.73,50.15,-2.8,63.33,10.0
2.487,58.19,53.54,1.02,0.0,-2.5,578.96,227.54,-62.57,-82.36,10.0,698.15,568.81,72.64,37.56,10.0,50.59,340.46,-48.04,-92.24,10.0,517.17,546.2,30.16,-31.02,10.0,520.13,183.42,7.27,-62.16,10.0,79.69,89.42,-55.99,8.45,10.0,496.79,389.29,-65.25,17.47,10.0,103.69,51.16,-2.8,63.33,10.0
2.503,58.19,53.54,0.98,0.0,-2.5,577.96,226.23,-62.57,-82.36,10.0,699.31,569.41,72.64,37.56,10.0,49.82,338.98,-48.04,-92.24,10.0,517.65,545.71,30.16,-31.02,10.0,520.25,182.43,7.27,-62.16,10.0,78.79,89.55,-55.99,8.45,10.0,495.75,389.57,-65.25,17.47,10.0,103.64,52.18,-2.8,63.33,10.0
2.532,58.19,53.54,0.908,0.0,-2.5,576.15,223.84,-62.57,-82.36,10.0,701.42,570.5,72.64,37.56,10.0,48.43,336.31,-48.04,-92.24,10.0,518.52,544.81,30.16,-31.02,10.0,520.46,180.62,7.27,-62.16,10.0,77.17,89.8,-55.99,8.45,10.0,493.85,390.07,-65.25,17.47,10.0,103.56,54.01,-2.8,63.33,10.0
2.548,58.19,53.54,0.868,0.0,-2.5,575.15,222.52,-62.57,-82.36,10.0,702.58,571.1,72.64,37.56,10.0,47.66,334.83,-48.04,-92.24,10.0,519.01,544.31,30.16,-31.02,10.0,520.57,179.63,7.27,-62.16,10.0,76.27,89.93,-55.99,8.45,10.0,492.81,390.35,-65.25,17.47,10.0,103.52,55.03,-2.8,63.33,10.0
2.564,58.19,53.54,0.828,0.0,-2.5,574.15,221.2,-62.57,-82.36,10.0,703.75,571.7,72.64,37.56,10.0,46.89,333.36,-48.04,-92.24,10.0,519.49,543.81,30.16,-31.02,10.0,520.69,178.64,7.27,-62.16,10.0,75.38,90.07,-55.99,8.45,10.0,491.76,390.63,-65.25,17.47,10.0,103.47,56.04,-2.8,63.33,10.0
2.58,58.19,53.54,0.788,0.0,-2.5,573.15,219.88,-62.57,-82.36,10.0,704.91,572.3,72.64,37.56,10.0,46.12,331.88,-48.04,-92.24,10.0,519.97,543.32,30.16,-31.02,10.0,520.8,177.64,7.27,-62.16,10.0,74.48,90.21,-55.99,8.45,10.0,490.72,390.91,-65.25,17.47,10.0,103.43,57.05,-2.8,63.33,10.0
2.597,58.19,53.54,0.745,0.0,-2.5,572.08,218.48,-62.57,-82.36,10.0,706.14,572.94,72.64,37.56,10.0,45.31,330.31,-48.04,-92.24,10.0,520.49,542.79,30.16,-31.02,10.0,520.93,176.58,7.27,-62.16,10.0,73.53,90.35,-55.99,8.45,10.0,489.61,391.21,-65.25,17.47,10.0,103.38,58.13,-2.8,63.33,10.0
2.613,58.19,53.54,0.705,0.0,-2.5,571.08,217.17,-62.57,-82.36,10.0,707.3,573.54,72.64,37.56,10.0,44.54,328.84,-48.04,-92.24,10.0,520.97,542.29,30.16,-31.02,10.0,521.04,175.59,7.27,-62.16,10.0,72.63,90.48,-55.99,8.45,10.0,488.57,391.49,-65.25,17.47,10.0,103.34,59.14,-2.8,63.33,10.0
2.63,58.19,53.54,0.663,0.0,-2.5,570.02,215.77,-62.57,-82.36,10.0,708.54,574.18,72.64,37.56,10.0,43.72,327.27,-48.04,-92.24,10.0,521.48,541.77,30.16,-31.02,10.0,521.17,174.53,7.27,-62.16,10.0,71.68,90.63,-55.99,8.45,10.0,487.46,391.78,-65.25,17.47,10.0,103.29,60.22,-2.8,63.33,10.0
2.646,58.19,53.54,0.623,0.0,-2.5,569.02,214.45,-62.57,-82.36,10.0,709.7,574.78,72.64,37.56,10.0,42.95,325.79,-48.04,-92.24,10.0,521.96,541.27,30.16,-31.02,10.0,521.28,173.54,7.27,-62.16,10.0,70.78,90.76,-55.99,8.45,10.0,486.41,392.06,-65.25,17.47,10.0,103.24,61.23,-2.8,63.33,10.0
2.662,58.39,53.67,0.583,15.0,-2.5,568.02,213.13,-62.57,-82.36,10.0,710.86,575.38,72.64,37.56,10.0,42.18,324.32,-48.04,-92.24,10.0,522.45,540.77,30.16,-31.02,10.0,521.4,172.54,7.27,-62.16,10.0,69.89,90.9,-55.99,8.45,10.0,485.37,392.34,-65.25,17.47,10.0,103.2,62.25,-2.8,63.33,10.0
2.679,58.61,53.8,0.54,15.0,-2.5,566.95,211.73,-62.57,-82.36,10.0,712.1,576.02,72.64,37.56,10.0,41.37,322.75,-48.04,-92.24,10.0,522.96,540.25,30.16,-31.02,10.0,521.52,171.49,7.27,-62.16,10.0,68.94,91.04,-55.99,8.45,10.0,484.26,392.64,-65.25,17.47,10.0,103.15,63.32,-2.8,63.33,10.0
2.696,58.83,53.92,0.498,15.0,-2.5,565.89,210.33,-62.57,-82.36,10.0,713.33,576.66,72.64,37.56,10.0,40.55,321.18,-48.04,-92.24,10.0,523.47,539.72,30.16,-31.02,10.0,521.65,170.43,7.27,-62.16,10.0,67.98,91.18,-55.99,8.45,10.0,483.15,392.94,-65.25,17.47,10.0,103.1,64.4,-2.8,63.33,10.0
2.713,59.06,54.03,0.455,15.0,-2.5,564.82,208.93,-62.57,-82.36,10.0,714.57,577.29,72.64,37.56,10.0,39.73,319.61,-48.04,-92.24,10.0,523.98,539.19,30.16,-31.02,10.0,521.77,169.37,7.27,-62.16,10.0,67.03,91.33,-55.99,8.45,10.0,482.04,393.23,-65.25,17.47,10.0,103.06,65.48,-2.8,63.33,10.0
2.735,59.36,54.16,0.4,15.0,-2.5,563.45,207.12,-62.57,-82.36,10.0,716.17,578.12,72.64,37.56,10.0,38.68,317.58,-48.04,-92.24,10.0,524.65,538.51,30.16,-31.02,10.0,521.93,168.01,7.27,-62.16,10.0,65.8,91.51,-55.99,8.45,10.0,480.61,393.62,-65.25,17.47,10.0,102.99,66.87,-2.8,63.33,10.0
2.752,59.6,54.25,0.358,15.0,-2.5,562.38,205.72,-62.57,-82.36,10.0,717.4,578.76,72.64,37.56,10.0,37.86,316.02,-48.04,-92.24,10.0,525.16,537.98,30.16,-31.02,10.0,522.06,166.95,7.27,-62.16,10.0,64.85,91.66,-55.99,8.45,10.0,479.5,393.92,-65.25,17.47,10.0,102.95,67.95,-2.8,63.33,10.0
2.768,59.83,54.33,0.318,15.0,-2.5,561.38,204.4,-62.57,-82.36,10.0,718.56,579.36,72.64,37.56,10.0,37.09,314.54,-48.04,-92.24,10.0,525.64,537.49,30.16,-31.02,10.0,522.17,165.96,7.27,-62.16,10.0,63.95,91.79,-55.99,8.45,10.0,478.45,394.19,-65.25,17.47,10.0,102.9,68.96,-2.8,63.33,10.0
2.784,60.06,54.39,0.278,15.0,-2.5,560.38,203.08,-62.57,-82.36,10.0,719.73,579.96,72.64,37.56,10.0,36.32,313.06,-48.04,-92.24,10.0,526.13,536.99,30.16,-31.02,10.0,522.29,164.96,7.27,-62.16,10.0,63.06,91.93,-55.99,8.45,10.0,477.41,394.47,-65.25,17.47,10.0,102.86,69.97,-2.8,63.33,10.0
2.801,60.31,54.45,0.235,15.0,-2.5,559.32,201.68,-62.57,-82.36,10.0,720.96,580.6,72.64,37.56,10.0,35.51,311.5,-48.04,-92.24,10.0,526.64,536.46,30.16,-31.02,10.0,522.41,163.91,7.27,-62.16,10.0,62.11,92.07,-55.99,8.45,10.0,476.3,394.77,-65.25,17.47,10.0,102.81,71.05,-2.8,63.33,10.0
2.818,60.56,54.5,0.193,15.0,-2.5,558.25,200.28,-62.57,-82.36,10.0,722.2,581.24,72.64,37.56,10.0,34.69,309.93,-48.04,-92.24,10.0,527.15,535.93,30.16,-31.02,10.0,522.53,162.85,7.27,-62.16,10.0,61.15,92.22,-55.99,8.45,10.0,475.19,395.07,-65.25,17.47,10.0,102.76,72.13,-2.8,63.33,10.0
2.834,60.8,54.54,0.153,15.0,-2.5,557.25,198.96,-62.57,-82.36,10.0,723.36,581.84,72.64,37.56,10.0,33.92,308.45,-48.04,-92.24,10.0,527.63,535.44,30.16,-31.02,10.0,522.65,161.85,7.27,-62.16,10.0,60.26,92.35,-55.99,8.45,10.0,474.15,395.35,-65.25,17.47,10.0,102.72,73.14,-2.8,63.33,10.0
2.85,61.04,54.56,0.113,15.0,-2.5,556.25,197.65,-62.57,-82.36,10.0,724.52,582.44,72.64,37.56,10.0,33.15,306.98,-48.04,-92.24,10.0,528.12,534.94,30.16,-31.02,10.0,522.77,160.86,7.27,-62.16,10.0,59.36,92.49,-55.99,8.45,10.0,473.1,395.63,-65.25,17.47,10.0,102.67,74.15,-2.8,63.33,10.0
2.866,61.28,54.58,0.073,15.0,-2.5,555.25,196.33,-62.57,-82.36,10.0,725.68,583.04,72.64,37.56,10.0,32.38,305.5,-48.04,-92.24,10.0,528.6,534.45,30.16,-31.02,10.0,522.88,159.87,7.27,-62.16,10.0,58.47,92.62,-55.99,8.45,10.0,472.06,395.91,-65.25,17.47,10.0,102.63,75.17,-2.8,63.33,10.0
2.883,61.53,54.59,0.03,15.0,-2.5,554.19,194.93,-62.57,-82.36,10.0,726.92,583.68,72.64,37.56,10.0,31.57,303.93,-48.04,-92.24,10.0,529.11,533.92,30.16,-31.02,10.0,523.01,158.81,7.27,-62.16,10.0,57.51,92.76,-55.99,8.45,10.0,470.95,396.2,-65.25,17.47,10.0,102.58,76.24,-2.8,63.33,10.0
2.9,61.79,54.59,-0.012,15.0,-2.5,553.12,193.53,-62.57,-82.36,10.0,728.15,584.32,72.64,37.56,10.0,30.75,302.37,-48.04,-92.24,10.0,529.62,533.39,30.16,-31.02,10.0,523.13,157.75,7.27,-62.16,10.0,56.56,92.91,-55.99,8.45,10.0,469.84,396.5,-65.25,17.47,10.0,102.53,77.32,-2.8,63.33,10.0
2.916,61.79,54.59,-0.052,0.0,-2.5,552.12,192.21,-62.57,-82.36,10.0,729.32,584.92,72.64,37.56,10.0,29.98,300.89,-48.04,-92.24,10.0,530.11,532.89,30.16,-31.02,10.0,523.25,156.76,7.27,-62.16,10.0,55.67,93.04,-55.99,8.45,10.0,468.8,396.78,-65.25,17.47,10.0,102.49,78.33,-2.8,63.33,10.0
2.949,61.79,54.59,-0.135,0.0,-2.5,550.06,189.49,-62.57,-82.36,10.0,731.71,586.16,72.64,37.56,10.0,28.4,297.85,-48.04,-92.24,10.0,531.1,531.87,30.16,-31.02,10.0,523.49,154.71,7.27,-62.16,10.0,53.82,93.32,-55.99,8.45,10.0,466.64,397.36,-65.25,17.47,10.0,102.4,80.42,-2.8,63.33,10.0
2.966,61.79,54.59,-0.177,0.0,-2.5,548.99,188.09,-62.57,-82.36,10.0,732.95,586.8,72.64,37.56,10.0,27.58,296.28,-48.04,-92.24,10.0,531.61,531.34,30.16,-31.02,10.0,523.61,153.65,7.27,-62.16,10.0,52.87,93.46,-55.99,8.45,10.0,465.54,397.65,-65.25,17.47,10.0,102.35,81.5,-2.8,63.33,10.0
2.982,61.79,54.59,-0.217,0.0,-2.5,547.99,186.77,-62.57,-82.36,10.0,734.11,587.4,72.64,37.56,10.0,26.81,294.8,-48.04,-92.24,10.0,532.1,530.85,30.16,-31.02,10.0,523.73,152.66,7.27,-62.16,10.0,51.97,93.6,-55.99,8.45,10.0,464.49,397.93,-65.25,17.47,10.0,102.3,82.51,-2.8,63.33,10.0
2.999,61.79,54.59,-0.26,0.0,-2.5,546.93,185.37,-62.57,-82.36,10.0,735.34,588.04,72.64,37.56,10.0,26.0,293.23,-48.04,-92.24,10.0,532.61,530.32,30.16,-31.02,10.0,523.85,151.6,7.27,-62.16,10.0,51.02,93.74,-55.99,8.45,10.0,463.38,398.23,-65.25,17.47,10.0,102.26,83.59,-2.8,63.33,10.0
